"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"2406040975","2405858293","14268428","","","2009-06-30 16:47:31 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@tomeckles comments greatly appreciated!"
"2404254230","2401879232","27037835","","","2009-06-30 14:39:17 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@fillymd2b have a great time buddy! Talk to you when you're back."
"2368471075","","","","","2009-06-28 05:27:01 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","6 days, 20 hours, and 36 minutes."
"2287517257","","","","","2009-06-23 00:55:54 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Very close to my first kipping muscle up. I do declare, this is the week I get a muscle up done."
"2251934548","","","","","2009-06-20 12:00:32 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Up early for a triathlon!"
"2230843561","","","","","2009-06-19 00:41:06 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","First week of four CrossFit days in a while. Loving the warm weather and sunshine."
"2230799404","","","","","2009-06-19 00:37:18 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @espn: F1 teams announce breakaway series after failure to resolve budget-cap dispute - http://tinyurl.com/lve9he"
"2210162711","","","","","2009-06-17 18:14:44 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Have my first triathlon since Wildflower in 3 days.  This will also be the first run I've done since Wildflower."
"2153499626","","","","","2009-06-13 13:24:49 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","First in line at the bars in SLO on graduation day,"
"2094175036","","","","","2009-06-09 20:39:21 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @melcher: ah chemistry, stop being so cool http://bit.ly/ZwwA3"
"2084431010","2084068253","41659061","","","2009-06-09 02:09:11 +0000","web","@xxROCCOxx I hope that it is Denise taking the class and not Weston..."
"2080637117","2080621781","814274","","","2009-06-08 20:15:46 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@beornlake Yeah, but I was hoping they'd shoehorn it in with some updated APIs for devs. Oh well."
"2080566287","","","","","2009-06-08 20:09:42 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Really disappointed there wasn't a new version of Aperture with support for local adjustments and an extended API announced today."
"2072693123","","","","","2009-06-08 04:32:30 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Very good day: Mexican Breakfast in Oakland, groceries at Berkeley Bowl, Root Beer herbs in Berkeley, Root Beer brewing with a bomb dinner."
"2072644022","2067977210","22455863","","","2009-06-08 04:26:22 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@waapblog It is at Heinz and 7th (near where Ashby hits 80), and it is glorious. It just opened Thursday."
"2067670724","","","","","2009-06-07 19:45:20 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Berkeley Bowl is amazing. And now there are two!! And the second one is bigger than before!"
"2063007533","2058942196","10200322","","","2009-06-07 08:02:39 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@amdavidson I saw it in 3D last night. Really awesome!"
"2057348144","","","","","2009-06-06 19:50:10 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","At BFD."
"2012059243","","","","","2009-06-03 03:00:14 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Great second post-injury #crossfit workout today followed by a delicious lamb burger dinner outside."
"1995342153","","14124477","","","2009-06-01 20:20:12 +0000","web","@jefflab I've had great luck with Wordpress running it for friends and for my own site. Pretty easy to extend and customize."
