"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"981553102","","","","","2008-10-30 02:18:32 +0000","web","Go Kings! Beat Minnesota!"
"976519350","","","","","2008-10-26 21:01:22 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Scalped a ticket to the Niner game after some great tailgating. Too bad O'Sullivan sucks."
"969828641","","","","","2008-10-22 01:15:40 +0000","web","Personal Record: 1.5 mile run in 8min, 6 seconds."
"957242924","","","","","2008-10-13 04:53:18 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Tired after a great weekend at the Great American Beer Festival, a new yearly tradition."
"957012558","","","","","2008-10-13 00:24:35 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Quote of the day: I drew Denver!"
"955639493","","","","","2008-10-11 17:22:31 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Quote of the day: I'm not drunk, I'm just low on cheese."
"955116931","","","","","2008-10-11 04:02:14 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Great American Beer Festival in Denver"
"952996349","","","","","2008-10-09 17:16:36 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Just finished at the DMV... With my M1 license"
"952899827","","","","","2008-10-09 16:04:34 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Arrived at the DMV at 9:02. See what time I finally leave at."
"950534859","","","","","2008-10-08 01:33:02 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Maxed out at 3 80 kilo front squats"
"947997071","","","","","2008-10-06 08:18:21 +0000","web","Spent too long fixing some ffmpeg related codec issues. But now I can start watching the Singapore F1 race and The Wire. Sleep first though."
"944476017","","","","","2008-10-03 03:47:19 +0000","web","Fixed the issue pyTivo was having with transcoding audio.  Flight of the Conchords sounds awesome!"
"941600148","","","","","2008-10-01 07:02:48 +0000","web","Just signed up for my first Olympic distance Tri ever.  One month to train and prepare for pain and the chilly SF Bay mile swim."
