"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"1976551652","","","","","2009-05-31 01:25:18 +0000","web","Awesome time at #makerfaire. Great inspiration and ideas. Maybe time to follow through on a GigaPan clone, or getting into kite photography?"
"1973435489","","","","","2009-05-30 18:08:32 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","At #makerfaire!  Happy birthday @deaneckles!"
"1956997438","","","","","2009-05-29 06:14:06 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Just put some zucchini bread in my new (to me) breadmaker on a timer to be ready for when I wake up in the morning."
"1941776887","","","","","2009-05-28 01:04:50 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Callback to middle school at Magnolia:  http://bit.ly/cojvS"
"1938121621","","","","","2009-05-27 17:56:38 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Officially going to the Dominican Republic."
"1899956586","","","","","2009-05-24 04:27:11 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Also, they apparently get the Speed channel in HD. Monaco F1 Race in HD tomorrow morning!"
"1899939470","","","","","2009-05-24 04:24:39 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Just got a CableCard working on my parent's HD Tivo to get HD cable working FTW! Something 4 cable tech visits couldn't accomplish."
"1889680098","","","","","2009-05-23 02:41:54 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Starting a long weekend of rest and healing in Auburn with family."
"1887621366","","","","","2009-05-22 22:36:46 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Cheap Canon PowerShot waterproof cases:  http://bit.ly/Uu0PQ A reminder of how awesome those pictures can turn out:  http://bit.ly/B6URw"
"1878868436","","","","","2009-05-22 03:54:10 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","BEAT LA"
"1855411672","","","","","2009-05-20 03:28:21 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Come on Denver! Beat LA!"
"1853812112","","","","","2009-05-20 00:51:11 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","God damn it. Kings drew 4th. Screw you NBA lottery."
"1853441375","","","","","2009-05-20 00:13:47 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @melcher: awesome NYC subway visualization, 1905-2006 http://bit.ly/19l0YG"
"1853329622","","","","","2009-05-20 00:02:21 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Lets go Kings! #1 pick!"
"1795962907","","","","","2009-05-14 15:39:39 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Cycled to work on Bike to Work Day #btwd http://www.sfbike.org/?btwd"
"1777658121","","","","","2009-05-12 21:31:55 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Heading home from Yosemite after a detour in Stockton to buy a tent off Craigslist."
"1742077679","","","","","2009-05-09 00:30:57 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Headed to Yosemite for a long weekend."
"1725187132","","","","","2009-05-07 07:15:22 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Just found out that my last gas fill up, was charged wrong. Instead of ~$45, it showed up as $4.48 on my statement. Free gas!"
"1723568933","","","","","2009-05-07 03:01:18 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Officially going to the British Virgin Islands for the 3rd time, and the second year in a row. 57 days and counting."
"1723078841","1722203883","14268428","","","2009-05-07 02:04:51 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@tomeckles yeah, I cut my hair and was being mysterious."
"1718511354","","","","","2009-05-06 17:19:25 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Just reversed 5 months of hard work. And having slight regrets."
"1692241775","","","","","2009-05-04 02:34:31 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Correction: 3:14:12"
"1689781449","","","","","2009-05-03 21:06:48 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","3:15:00"
"1679601183","","","","","2009-05-02 16:44:33 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Wildflower!"
"1673914674","1673806843","32633547","","","2009-05-01 23:11:27 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@dasbini seriously. We're heading down tomorrow morning, hoping to miss all / any rain."
"1671009252","","","","","2009-05-01 17:26:20 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Stayed up too late getting an automated gmail backup setup on my linux box. And then I had to write about it http://bit.ly/13VWAx"
