"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"141719082528546816","","","","","2011-11-30 03:23:56 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","The ball is in your court now Apple http://t.co/arV86l9R","http://flic.kr/p/aN5EHD"
"141562147380539392","","","","","2011-11-29 17:00:20 +0000","<a href=""http://www.quora.com/"" rel=""nofollow"">Quora</a>","My answer on @Quora to: What's the one thing you've done that you'd bet has been done by no other Quora member? http://t.co/KtiQUnjy","http://qr.ae/7af2V"
"140472578832736257","","","140436347189080064","34430522","2011-11-26 16:50:47 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @blakegriffin: This must be how the guys in Space Jam felt when MJ gave them their powers back through that old basketball."
"140355931325218816","","","","","2011-11-26 09:07:16 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Nice mention @startupandrew ! http://t.co/H4H4DgmO","http://highscalability.com/blog/2011/11/25/stuff-the-internet-says-on-scalability-for-november-25-2011.html"
"140354012666015744","","","140343624683618304","50323173","2011-11-26 08:59:38 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @WojYahooNBA: The NBA and players have reached an agreement on a deal, source says. The season will start on Dec. 25."
"139378674133778432","","","","","2011-11-23 16:24:00 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Every road casualty across America (01-09) mapped - http://t.co/qbKY7p3h /cc @tomvanderbilt","http://www.guardian.co.uk/news/datablog/interactive/2011/nov/22/us-road-accident-casualties"
"139078638665613312","","","139072079784984576","315617667","2011-11-22 20:31:46 +0000","web","RT @ClassDojo: .@ClassDojo is hiring! Come be #1 or #2 in a small co with big ambitions - come change the world: http://t.co/0zgIMq3P","http://www.classdojo.com/jobs"
"139028360687915009","","","","","2011-11-22 17:11:58 +0000","web","I've contributed to the Celery distributed task queue! http://t.co/oy7wFGHT","http://git.io/p35kMw"
"138718835967660033","","","","","2011-11-21 20:42:02 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @Dropbox: A guide on how to get more free space with Dropbox! http://t.co/BZgiNfkC Retweet for a chance to get +100GB!","http://bit.ly/twQLKP"
"137705520172777472","137705033419603968","10200322","","","2011-11-19 01:35:29 +0000","web","@amdavidson ha, it was a text to someone else that i'd accidentally sent to my twitter contact, which tweeted. Took a bit to realize it..."
"137405077420912642","","","137404090606034944","759249","2011-11-18 05:41:37 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @deaneckles: ""Steve Jobs: The Lost Interview"": I found it a fascinating view into his thinking on design, business. http://t.co/KtWpmTXY","http://www.forbes.com/sites/stevedenning/2011/11/17/the-lost-interview-steve-jobs-tells-us-what-really-matters/"
"137335324979380227","","","","","2011-11-18 01:04:27 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @MagicJohnson: I wish the players would have accepted that deal."
"136804684869541889","","","","","2011-11-16 13:55:53 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","Glowing Tree in Palo Alto http://t.co/9xBhyego","http://flic.kr/p/aF7j81"
"136589169492377602","","","","","2011-11-15 23:39:30 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Congratulations to the 2011-12 NBA Champions... the Dallas Mavericks!"
"136453903347761152","","","","","2011-11-15 14:42:00 +0000","<a href=""http://www.quora.com/"" rel=""nofollow"">Quora</a>","My answer to What is the best practice for maintaining a large Aperture Library with a smaller hard drive? - http://t.co/3cbL0M83","http://qr.ae/7WySZ"
"136159569398333440","136158582168240128","167086378","","","2011-11-14 19:12:25 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@travlake the players apparently are thinking the antitrust treble damages will make up for it."
