"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"136158838360510466","","","136157453011263488","32765534","2011-11-14 19:09:31 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @sportsguy33: Savvy move... if it was July. RT @ESPNSteinLine: Stunning. NBPA rejects NBA's last offer, files to dissolve and take NB ..."
"136158140843560960","136111435410448384","15793108","","","2011-11-14 19:06:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@rohitnafday is this the end of the crackberry?"
"135528257922666497","","","","","2011-11-13 01:23:49 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","Cal vs. OSU http://t.co/0JmQUIle","http://flic.kr/p/aEaBb1"
"135039039442132994","","","","","2011-11-11 16:59:50 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Yelp Invokes Rick Perry. Nice One, Yelp. http://t.co/IcaxXBpP","http://benparr.com/2011/11/yelp-invokes-rick-perry-nice-one-yelp/"
"135014331002781697","","","135013768190115841","86330674","2011-11-11 15:21:39 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @sesamestreet: Today is definitely brought to you by the number 11."
"134373457273176064","","","134366303602487299","14899012","2011-11-09 20:55:03 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KirstenWinkler: New @edukwest Interview: #80 with @BrettKopf of @remind101 http://t.co/YWhyPpqt #edchat #k12","http://su.pr/1PXk9Y"
"133337801948282880","","","","","2011-11-07 00:19:43 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","""There are only two hard things in Computer Science: cache invalidation and naming things"" - Phil Karlton"
"133322862021967873","","","","","2011-11-06 23:20:21 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","What happens when parents (say they) eat all their kids' Halloween candy - http://t.co/bMslWaRn","http://www.youtube.com/watch?v=_YQpbzQ6gzs"
"133058131440832514","","","","","2011-11-06 05:48:25 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","What is this? A center for ants?!  It has to be at least three times this size!"
"132971349709824000","","","","","2011-11-06 00:03:34 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","Cal vs. WSU http://t.co/6y05k8cg","http://flic.kr/p/aCbX4h"
"132661666306457601","132625065031376896","759249","","","2011-11-05 03:33:00 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@deaneckles unless they went to stanford. there all grades are just inflated to be B's and A's."
"132660885805215744","132559620559474688","15732699","","","2011-11-05 03:29:54 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zeeg look for about $1200ish for a truckee ski lease (mid/late Dec to May)"
"131926590933311488","","","131883308597522433","14075928","2011-11-03 02:52:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @TheOnion: Bill Simmons Somehow Still Writing About 2010 NBA Season http://t.co/s6j8gO4R","http://onion.com/rWHSuV"
"131866415467737088","","","","","2011-11-02 22:52:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Wow, another round of layoffs only 13 months later? Fall at @RockYouInc is not a happy place to be: http://t.co/JlvZ0Rsj","http://techcrunch.com/2011/11/02/social-game-developer-rockyou-succumbs-to-layoffs-to-achieve-profitability/"
"131586132772274177","","","","","2011-11-02 04:19:13 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @IamaGM: So the NBA started a verified twitter account to clear up any misinformation they see on here - @NBA_Labor"
"131533554113970177","","","","","2011-11-02 00:50:17 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Necco puts artificial flavors back into their candy. They'll finally taste good again - http://t.co/TQaCJGyk","http://www.npr.org/blogs/thesalt/2011/10/26/141732915/customer-outrage-forces-necco-to-put-artificial-ingredients-back-into-wafers"
"131441512671223808","","","131423350294712320","25388528","2011-11-01 18:44:33 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @audreywatters: I see that to take on Facebook with ""social,"" Google is trying the old ""freak the hell out of users by UI changes"" ta ..."
